Measure,Domain,Decile,Ethnicity,Ethnicity_type,Geography,Geography_type,Geography_code,Value,Value_type,Numerator,Denominator
Percentage of people living in these neighbourhoods,Environment Deprivation,40% to 50%,Other,ONS 2011 18+1,England,Country,E92000001,10.8,%,59144,548418
Percentage of people living in these neighbourhoods,Environment Deprivation,50% to 60%,Other,ONS 2011 18+1,England,Country,E92000001,7.4,%,40447,548418
Percentage of people living in these neighbourhoods,Environment Deprivation,60% to 70%,Other,ONS 2011 18+1,England,Country,E92000001,5.1,%,28016,548418
Percentage of people living in these neighbourhoods,Environment Deprivation,70% to 80%,Other,ONS 2011 18+1,England,Country,E92000001,3.8,%,20716,548418
Percentage of people living in these neighbourhoods,Environment Deprivation,80% to 90%,Other,ONS 2011 18+1,England,Country,E92000001,3.3,%,18286,548418
Percentage of people living in these neighbourhoods,Environment Deprivation,10% least deprived,Other,ONS 2011 18+1,England,Country,E92000001,2.7,%,14885,548418
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,10% most deprived,Mixed other,ONS 2011 18+1,England,Country,E92000001,10.2,%,28960,283005
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,10% to 20%,Mixed other,ONS 2011 18+1,England,Country,E92000001,13.4,%,37990,283005
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,20% to 30%,Mixed other,ONS 2011 18+1,England,Country,E92000001,13.7,%,38748,283005
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,30% to 40%,Mixed other,ONS 2011 18+1,England,Country,E92000001,11.9,%,33817,283005
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,40% to 50%,Mixed other,ONS 2011 18+1,England,Country,E92000001,10.5,%,29575,283005
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,50% to 60%,Mixed other,ONS 2011 18+1,England,Country,E92000001,10,%,28218,283005
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,60% to 70%,Mixed other,ONS 2011 18+1,England,Country,E92000001,8.2,%,23152,283005
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,70% to 80%,Mixed other,ONS 2011 18+1,England,Country,E92000001,7.9,%,22316,283005
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,80% to 90%,Mixed other,ONS 2011 18+1,England,Country,E92000001,7.4,%,21068,283005
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,10% least deprived,Mixed other,ONS 2011 18+1,England,Country,E92000001,6.8,%,19161,283005
Percentage of people living in these neighbourhoods,Income Deprivation,10% most deprived,Mixed other,ONS 2011 18+1,England,Country,E92000001,11.9,%,33615,283005
Percentage of people living in these neighbourhoods,Income Deprivation,10% to 20%,Mixed other,ONS 2011 18+1,England,Country,E92000001,13.3,%,37752,283005
Percentage of people living in these neighbourhoods,Income Deprivation,20% to 30%,Mixed other,ONS 2011 18+1,England,Country,E92000001,12.8,%,36084,283005
Percentage of people living in these neighbourhoods,Income Deprivation,30% to 40%,Mixed other,ONS 2011 18+1,England,Country,E92000001,11.9,%,33743,283005
Percentage of people living in these neighbourhoods,Income Deprivation,40% to 50%,Mixed other,ONS 2011 18+1,England,Country,E92000001,11.1,%,31536,283005
Percentage of people living in these neighbourhoods,Income Deprivation,50% to 60%,Mixed other,ONS 2011 18+1,England,Country,E92000001,9.3,%,26180,283005
Percentage of people living in these neighbourhoods,Income Deprivation,60% to 70%,Mixed other,ONS 2011 18+1,England,Country,E92000001,7.9,%,22432,283005
Percentage of people living in these neighbourhoods,Income Deprivation,70% to 80%,Mixed other,ONS 2011 18+1,England,Country,E92000001,7.1,%,20081,283005
Percentage of people living in these neighbourhoods,Income Deprivation,80% to 90%,Mixed other,ONS 2011 18+1,England,Country,E92000001,6.7,%,19102,283005
Percentage of people living in these neighbourhoods,Income Deprivation,10% least deprived,Mixed other,ONS 2011 18+1,England,Country,E92000001,7.9,%,22480,283005
Percentage of people living in these neighbourhoods,Employment Deprivation,10% most deprived,Mixed other,ONS 2011 18+1,England,Country,E92000001,9.1,%,25621,283005
Percentage of people living in these neighbourhoods,Employment Deprivation,10% to 20%,Mixed other,ONS 2011 18+1,England,Country,E92000001,11,%,31229,283005
Percentage of people living in these neighbourhoods,Employment Deprivation,20% to 30%,Mixed other,ONS 2011 18+1,England,Country,E92000001,11.7,%,33187,283005
Percentage of people living in these neighbourhoods,Employment Deprivation,30% to 40%,Mixed other,ONS 2011 18+1,England,Country,E92000001,11.5,%,32476,283005
Percentage of people living in these neighbourhoods,Employment Deprivation,40% to 50%,Mixed other,ONS 2011 18+1,England,Country,E92000001,10.8,%,30509,283005
Percentage of people living in these neighbourhoods,Employment Deprivation,50% to 60%,Mixed other,ONS 2011 18+1,England,Country,E92000001,10.1,%,28456,283005
Percentage of people living in these neighbourhoods,Employment Deprivation,60% to 70%,Mixed other,ONS 2011 18+1,England,Country,E92000001,9.2,%,26142,283005
Percentage of people living in these neighbourhoods,Employment Deprivation,70% to 80%,Mixed other,ONS 2011 18+1,England,Country,E92000001,8.3,%,23603,283005
Percentage of people living in these neighbourhoods,Employment Deprivation,80% to 90%,Mixed other,ONS 2011 18+1,England,Country,E92000001,8.1,%,22930,283005
Percentage of people living in these neighbourhoods,Employment Deprivation,10% least deprived,Mixed other,ONS 2011 18+1,England,Country,E92000001,10.2,%,28852,283005
Percentage of people living in these neighbourhoods,Education Deprivation,10% most deprived,Mixed other,ONS 2011 18+1,England,Country,E92000001,7.9,%,22330,283005
Percentage of people living in these neighbourhoods,Education Deprivation,10% to 20%,Mixed other,ONS 2011 18+1,England,Country,E92000001,8.6,%,24268,283005
Percentage of people living in these neighbourhoods,Education Deprivation,20% to 30%,Mixed other,ONS 2011 18+1,England,Country,E92000001,9.5,%,26950,283005
Percentage of people living in these neighbourhoods,Education Deprivation,30% to 40%,Mixed other,ONS 2011 18+1,England,Country,E92000001,9.8,%,27628,283005
Percentage of people living in these neighbourhoods,Education Deprivation,40% to 50%,Mixed other,ONS 2011 18+1,England,Country,E92000001,10.4,%,29494,283005
Percentage of people living in these neighbourhoods,Education Deprivation,50% to 60%,Mixed other,ONS 2011 18+1,England,Country,E92000001,10.6,%,30035,283005
Percentage of people living in these neighbourhoods,Education Deprivation,60% to 70%,Mixed other,ONS 2011 18+1,England,Country,E92000001,10.5,%,29830,283005
Percentage of people living in these neighbourhoods,Education Deprivation,70% to 80%,Mixed other,ONS 2011 18+1,England,Country,E92000001,10.3,%,29135,283005
Percentage of people living in these neighbourhoods,Education Deprivation,80% to 90%,Mixed other,ONS 2011 18+1,England,Country,E92000001,10.5,%,29725,283005
Percentage of people living in these neighbourhoods,Education Deprivation,10% least deprived,Mixed other,ONS 2011 18+1,England,Country,E92000001,11.9,%,33610,283005
Percentage of people living in these neighbourhoods,Health Deprivation,10% most deprived,Mixed other,ONS 2011 18+1,England,Country,E92000001,8.4,%,23908,283005
Percentage of people living in these neighbourhoods,Health Deprivation,10% to 20%,Mixed other,ONS 2011 18+1,England,Country,E92000001,8.8,%,25016,283005
Percentage of people living in these neighbourhoods,Health Deprivation,20% to 30%,Mixed other,ONS 2011 18+1,England,Country,E92000001,10.6,%,30133,283005
Percentage of people living in these neighbourhoods,Health Deprivation,30% to 40%,Mixed other,ONS 2011 18+1,England,Country,E92000001,10.8,%,30571,283005
Percentage of people living in these neighbourhoods,Health Deprivation,40% to 50%,Mixed other,ONS 2011 18+1,England,Country,E92000001,10.7,%,30231,283005
Percentage of people living in these neighbourhoods,Health Deprivation,50% to 60%,Mixed other,ONS 2011 18+1,England,Country,E92000001,10.5,%,29639,283005
Percentage of people living in these neighbourhoods,Health Deprivation,60% to 70%,Mixed other,ONS 2011 18+1,England,Country,E92000001,10.2,%,28993,283005
Percentage of people living in these neighbourhoods,Health Deprivation,70% to 80%,Mixed other,ONS 2011 18+1,England,Country,E92000001,9.9,%,27982,283005
Percentage of people living in these neighbourhoods,Health Deprivation,80% to 90%,Mixed other,ONS 2011 18+1,England,Country,E92000001,9.1,%,25651,283005
Percentage of people living in these neighbourhoods,Health Deprivation,10% least deprived,Mixed other,ONS 2011 18+1,England,Country,E92000001,10.9,%,30881,283005
Percentage of people living in these neighbourhoods,Crime Deprivation,10% most deprived,Mixed other,ONS 2011 18+1,England,Country,E92000001,12.5,%,35427,283005
Percentage of people living in these neighbourhoods,Crime Deprivation,10% to 20%,Mixed other,ONS 2011 18+1,England,Country,E92000001,13.7,%,38650,283005
Percentage of people living in these neighbourhoods,Crime Deprivation,20% to 30%,Mixed other,ONS 2011 18+1,England,Country,E92000001,13.5,%,38275,283005
Percentage of people living in these neighbourhoods,Crime Deprivation,30% to 40%,Mixed other,ONS 2011 18+1,England,Country,E92000001,13,%,36736,283005
Percentage of people living in these neighbourhoods,Crime Deprivation,40% to 50%,Mixed other,ONS 2011 18+1,England,Country,E92000001,11.4,%,32202,283005
Percentage of people living in these neighbourhoods,Crime Deprivation,50% to 60%,Mixed other,ONS 2011 18+1,England,Country,E92000001,9.7,%,27504,283005
Percentage of people living in these neighbourhoods,Crime Deprivation,60% to 70%,Mixed other,ONS 2011 18+1,England,Country,E92000001,8.6,%,24201,283005
Percentage of people living in these neighbourhoods,Crime Deprivation,70% to 80%,Mixed other,ONS 2011 18+1,England,Country,E92000001,7.2,%,20447,283005
Percentage of people living in these neighbourhoods,Crime Deprivation,80% to 90%,Mixed other,ONS 2011 18+1,England,Country,E92000001,5.8,%,16397,283005
Percentage of people living in these neighbourhoods,Crime Deprivation,10% least deprived,Mixed other,ONS 2011 18+1,England,Country,E92000001,4.7,%,13166,283005
Percentage of people living in these neighbourhoods,Housing Deprivation,10% most deprived,Mixed other,ONS 2011 18+1,England,Country,E92000001,17.8,%,50486,283005
Percentage of people living in these neighbourhoods,Housing Deprivation,10% to 20%,Mixed other,ONS 2011 18+1,England,Country,E92000001,16.1,%,45599,283005
Percentage of people living in these neighbourhoods,Housing Deprivation,20% to 30%,Mixed other,ONS 2011 18+1,England,Country,E92000001,14.3,%,40439,283005
Percentage of people living in these neighbourhoods,Housing Deprivation,30% to 40%,Mixed other,ONS 2011 18+1,England,Country,E92000001,11.7,%,33167,283005
Percentage of people living in these neighbourhoods,Housing Deprivation,40% to 50%,Mixed other,ONS 2011 18+1,England,Country,E92000001,9.8,%,27708,283005
Percentage of people living in these neighbourhoods,Housing Deprivation,50% to 60%,Mixed other,ONS 2011 18+1,England,Country,E92000001,8.2,%,23110,283005
Percentage of people living in these neighbourhoods,Housing Deprivation,60% to 70%,Mixed other,ONS 2011 18+1,England,Country,E92000001,6.9,%,19605,283005
Percentage of people living in these neighbourhoods,Housing Deprivation,70% to 80%,Mixed other,ONS 2011 18+1,England,Country,E92000001,5.8,%,16361,283005
Percentage of people living in these neighbourhoods,Housing Deprivation,80% to 90%,Mixed other,ONS 2011 18+1,England,Country,E92000001,5.2,%,14766,283005
Percentage of people living in these neighbourhoods,Housing Deprivation,10% least deprived,Mixed other,ONS 2011 18+1,England,Country,E92000001,4.2,%,11764,283005
Percentage of people living in these neighbourhoods,Environment Deprivation,10% most deprived,Mixed other,ONS 2011 18+1,England,Country,E92000001,12.5,%,35481,283005
Percentage of people living in these neighbourhoods,Environment Deprivation,10% to 20%,Mixed other,ONS 2011 18+1,England,Country,E92000001,16.3,%,46080,283005
Percentage of people living in these neighbourhoods,Environment Deprivation,20% to 30%,Mixed other,ONS 2011 18+1,England,Country,E92000001,15.5,%,43948,283005
Percentage of people living in these neighbourhoods,Environment Deprivation,30% to 40%,Mixed other,ONS 2011 18+1,England,Country,E92000001,13.2,%,37218,283005
Percentage of people living in these neighbourhoods,Environment Deprivation,40% to 50%,Mixed other,ONS 2011 18+1,England,Country,E92000001,10.5,%,29770,283005
Percentage of people living in these neighbourhoods,Environment Deprivation,50% to 60%,Mixed other,ONS 2011 18+1,England,Country,E92000001,8.4,%,23802,283005
Percentage of people living in these neighbourhoods,Environment Deprivation,60% to 70%,Mixed other,ONS 2011 18+1,England,Country,E92000001,7.1,%,20066,283005
Percentage of people living in these neighbourhoods,Environment Deprivation,70% to 80%,Mixed other,ONS 2011 18+1,England,Country,E92000001,6.1,%,17333,283005
Percentage of people living in these neighbourhoods,Environment Deprivation,80% to 90%,Mixed other,ONS 2011 18+1,England,Country,E92000001,5.6,%,15713,283005
Percentage of people living in these neighbourhoods,Environment Deprivation,10% least deprived,Mixed other,ONS 2011 18+1,England,Country,E92000001,4.8,%,13594,283005
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,10% most deprived,White other,ONS 2011 18+1,England,Country,E92000001,8.2,%,198309,2430010
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,10% to 20%,White other,ONS 2011 18+1,England,Country,E92000001,12,%,292418,2430010
